lemma,enlemma,verbnoun,lang,zipf,tier,freq_rank,cell_id,construction,tense,person,probed_person,probed_number,particle,requires_soft_mutation,aux_lemma,aux_gold,aux_gold_alts,gold,gold_alts,match_forms,seed,experiment
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,rhoi,dyroi|rhoid,mae|ydyw|yw|ydy|yn_dydy|ydi|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,rhoi,dyroi|rhoid,rydym|ydym|ŷm|dan|ydan|yn_dydan|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,rhoi,dyroi|rhoid,rydych|ych|ydych|dach|dych|ydach|yn_dydach|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,rhoi,dyroi|rhoid,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,roi,ddyroi|roid|rhoi|dyroi|rhoid,gwnes|gwneuthum|gwnaes|gwnesaf|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,roi,ddyroi|roid|rhoi|dyroi|rhoid,gwnêst|gwnaethost|gwnest|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,roi,ddyroi|roid|rhoi|dyroi|rhoid,nath|gwnaeth|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,roi,ddyroi|roid|rhoi|dyroi|rhoid,gwnaethom|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,roi,ddyroi|roid|rhoi|dyroi|rhoid,gwnaethoch|gwnaesoch|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,roi,ddyroi|roid|rhoi|dyroi|rhoid,gwnaethon|gwnaethant|naethon|roi|ddyroi|roid|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,rhoi,dyroi|rhoid,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,rhoi,dyroi|rhoid,oeddet|oeddit|roeddet|oedda|oedde|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,rhoi,dyroi|rhoid,roedd|oedd|ydoedd|yn_doedd|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,rhoi,dyroi|rhoid,roeddem|oeddem|oeddan|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,rhoi,dyroi|rhoid,roeddech|oeddech|yn_doeddech|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,rhoi,dyroi|rhoid,roedden|oeddent|oeddynt|yn_doedden|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,rhoi,dyroi|rhoid,byddaf|bydda|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,rhoi,dyroi|rhoid,byddi|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,rhoi,dyroi|rhoid,bydd|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,rhoi,dyroi|rhoid,byddwn|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,rhoi,dyroi|rhoid,byddwch|rhoi|dyroi|rhoid,42,welsh_transfer
rhoi,give,rhoi,cy,6.288,high,7,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,rhoi,dyroi|rhoid,byddan|byddant|rhoi|dyroi|rhoid,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,dangosaf,,dangosaf,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,dangosi,,dangosi,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,dangosa,dengys,dangosa|dengys,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,dangoswn,,dangoswn,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,dangoswch,,dangoswch,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,dangosan,dangosant,dangosan|dangosant,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_1s,synthetic,past,1s,1st,singular,,False,,,,dangosais,,dangosais,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_2s,synthetic,past,2s,2nd,singular,,False,,,,dangosaist,,dangosaist,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_3s,synthetic,past,3s,3rd,singular,,False,,,,dangosodd,,dangosodd,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_1p,synthetic,past,1p,1st,plural,,False,,,,dangoson,dangosasom|dangossom,dangoson|dangosasom|dangossom,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_2p,synthetic,past,2p,2nd,plural,,False,,,,dangosoch,dangosasoch|dangossoch,dangosoch|dangosasoch|dangossoch,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_past_3p,synthetic,past,3p,3rd,plural,,False,,,,dangoson,dangosasant|dangosson,dangoson|dangosasant|dangosson,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_1s,synthetic,imperfect,1s,1st,singular,,False,,,,dangoswn,,dangoswn,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_2s,synthetic,imperfect,2s,2nd,singular,,False,,,,dangoset,dangosit,dangoset|dangosit,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_3s,synthetic,imperfect,3s,3rd,singular,,False,,,,dangosai,,dangosai,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_1p,synthetic,imperfect,1p,1st,plural,,False,,,,dangosem,,dangosem,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_2p,synthetic,imperfect,2p,2nd,plural,,False,,,,dangosech,,dangosech,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,synthetic_imperfect_3p,synthetic,imperfect,3p,3rd,plural,,False,,,,dangosent,,dangosent,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_1s,periphrastic,present,1s,1st,singular,yn,False,bod,rwyf,wyf|ydwyf|dw|ydw|rwy,dangos,,rwyf|wyf|ydwyf|dw|ydw|rwy|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_2s,periphrastic,present,2s,2nd,singular,yn,False,bod,rwyt,wyt|ydwyt,dangos,,rwyt|wyt|ydwyt|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,dangos,,mae|ydyw|yw|ydy|yn_dydy|ydi|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,dangos,,rydym|ydym|ŷm|dan|ydan|yn_dydan|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,dangos,,rydych|ych|ydych|dach|dych|ydach|yn_dydach|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,dangos,,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,ddangos,dangos,gwnes|gwneuthum|gwnaes|gwnesaf|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,ddangos,dangos,gwnêst|gwnaethost|gwnest|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,ddangos,dangos,nath|gwnaeth|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,ddangos,dangos,gwnaethom|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,ddangos,dangos,gwnaethoch|gwnaesoch|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,ddangos,dangos,gwnaethon|gwnaethant|naethon|ddangos|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,dangos,,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,dangos,,oeddet|oeddit|roeddet|oedda|oedde|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,dangos,,roedd|oedd|ydoedd|yn_doedd|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,dangos,,roeddem|oeddem|oeddan|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,dangos,,roeddech|oeddech|yn_doeddech|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,dangos,,roedden|oeddent|oeddynt|yn_doedden|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,dangos,,byddaf|bydda|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,dangos,,byddi|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,dangos,,bydd|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,dangos,,byddwn|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,dangos,,byddwch|dangos,42,welsh_transfer
dangos,show,dangos,cy,5.757,high,26,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,dangos,,byddan|byddant|dangos,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,credaf,,credaf,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,credi,,credi,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,creda,cred,creda|cred,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,credwn,,credwn,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,credwch,,credwch,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,credan,credant,credan|credant,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_1s,synthetic,past,1s,1st,singular,,False,,,,credais,,credais,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_2s,synthetic,past,2s,2nd,singular,,False,,,,credaist,,credaist,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_3s,synthetic,past,3s,3rd,singular,,False,,,,credodd,,credodd,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_1p,synthetic,past,1p,1st,plural,,False,,,,credon,credasom|credsom,credon|credasom|credsom,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_2p,synthetic,past,2p,2nd,plural,,False,,,,credoch,credasoch|credsoch,credoch|credasoch|credsoch,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_past_3p,synthetic,past,3p,3rd,plural,,False,,,,credon,credasant|credson,credon|credasant|credson,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_1s,synthetic,imperfect,1s,1st,singular,,False,,,,credwn,,credwn,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_2s,synthetic,imperfect,2s,2nd,singular,,False,,,,credet,credit,credet|credit,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_3s,synthetic,imperfect,3s,3rd,singular,,False,,,,credai,,credai,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_1p,synthetic,imperfect,1p,1st,plural,,False,,,,credem,,credem,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_2p,synthetic,imperfect,2p,2nd,plural,,False,,,,credech,,credech,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,synthetic_imperfect_3p,synthetic,imperfect,3p,3rd,plural,,False,,,,credent,,credent,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_1s,periphrastic,present,1s,1st,singular,yn,False,bod,rwyf,wyf|ydwyf|dw|ydw|rwy,credu,,rwyf|wyf|ydwyf|dw|ydw|rwy|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_2s,periphrastic,present,2s,2nd,singular,yn,False,bod,rwyt,wyt|ydwyt,credu,,rwyt|wyt|ydwyt|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_3s,periphrastic,present,3s,3rd,singular,yn,False,bod,mae,ydyw|yw|ydy|yn_dydy|ydi,credu,,mae|ydyw|yw|ydy|yn_dydy|ydi|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_1p,periphrastic,present,1p,1st,plural,yn,False,bod,rydym,ydym|ŷm|dan|ydan|yn_dydan,credu,,rydym|ydym|ŷm|dan|ydan|yn_dydan|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_2p,periphrastic,present,2p,2nd,plural,yn,False,bod,rydych,ych|ydych|dach|dych|ydach|yn_dydach,credu,,rydych|ych|ydych|dach|dych|ydach|yn_dydach|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_present_3p,periphrastic,present,3p,3rd,plural,yn,False,bod,maen,maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn,credu,,maen|maent|rydyn|rydynt|ydynt|ŷnt|ydyn|yn_dydyn|dyn|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_1s,periphrastic,past,1s,1st,singular,,True,gwneud,gwnes,gwneuthum|gwnaes|gwnesaf,gredu,credu,gwnes|gwneuthum|gwnaes|gwnesaf|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_2s,periphrastic,past,2s,2nd,singular,,True,gwneud,gwnêst,gwnaethost|gwnest,gredu,credu,gwnêst|gwnaethost|gwnest|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_3s,periphrastic,past,3s,3rd,singular,,True,gwneud,nath,gwnaeth,gredu,credu,nath|gwnaeth|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_1p,periphrastic,past,1p,1st,plural,,True,gwneud,gwnaethom,,gredu,credu,gwnaethom|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_2p,periphrastic,past,2p,2nd,plural,,True,gwneud,gwnaethoch,gwnaesoch,gredu,credu,gwnaethoch|gwnaesoch|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_past_3p,periphrastic,past,3p,3rd,plural,,True,gwneud,gwnaethon,gwnaethant|naethon,gredu,credu,gwnaethon|gwnaethant|naethon|gredu|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_1s,periphrastic,imperfect,1s,1st,singular,yn,False,bod,roeddwn,oeddwn|o'n|oeddaf|yn_doeddwn,credu,,roeddwn|oeddwn|o'n|oeddaf|yn_doeddwn|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_2s,periphrastic,imperfect,2s,2nd,singular,yn,False,bod,oeddet,oeddit|roeddet|oedda|oedde,credu,,oeddet|oeddit|roeddet|oedda|oedde|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_3s,periphrastic,imperfect,3s,3rd,singular,yn,False,bod,roedd,oedd|ydoedd|yn_doedd,credu,,roedd|oedd|ydoedd|yn_doedd|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_1p,periphrastic,imperfect,1p,1st,plural,yn,False,bod,roeddem,oeddem|oeddan,credu,,roeddem|oeddem|oeddan|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_2p,periphrastic,imperfect,2p,2nd,plural,yn,False,bod,roeddech,oeddech|yn_doeddech,credu,,roeddech|oeddech|yn_doeddech|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_imperfect_3p,periphrastic,imperfect,3p,3rd,plural,yn,False,bod,roedden,oeddent|oeddynt|yn_doedden,credu,,roedden|oeddent|oeddynt|yn_doedden|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_1s,periphrastic,future,1s,1st,singular,yn,False,bod,byddaf,bydda,credu,,byddaf|bydda|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_2s,periphrastic,future,2s,2nd,singular,yn,False,bod,byddi,,credu,,byddi|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_3s,periphrastic,future,3s,3rd,singular,yn,False,bod,bydd,,credu,,bydd|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_1p,periphrastic,future,1p,1st,plural,yn,False,bod,byddwn,,credu,,byddwn|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_2p,periphrastic,future,2p,2nd,plural,yn,False,bod,byddwch,,credu,,byddwch|credu,42,welsh_transfer
credu,believe,credu,cy,5.715,high,28,periphrastic_future_3p,periphrastic,future,3p,3rd,plural,yn,False,bod,byddan,byddant,credu,,byddan|byddant|credu,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_1s,synthetic,present,1s,1st,singular,,False,,,,teimlaf,,teimlaf,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_2s,synthetic,present,2s,2nd,singular,,False,,,,teimli,,teimli,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_3s,synthetic,present,3s,3rd,singular,,False,,,,teimla,,teimla,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_1p,synthetic,present,1p,1st,plural,,False,,,,teimlwn,,teimlwn,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_2p,synthetic,present,2p,2nd,plural,,False,,,,teimlwch,,teimlwch,42,welsh_transfer
teimlo,feel,teimlo,cy,5.7,high,31,synthetic_present_3p,synthetic,present,3p,3rd,plural,,False,,,,teimlan,teimlant,teimlan|teimlant,42,welsh_transfer
